City_Name,Longitude,Latitude,Overall_Rank,General_Fund_Reserves_Rank,Debt_Burden_Rank,Liquidity_Rank,Revenue_Trends_Rank,Pension_Obligations_Rank,Pension_Funding_Rank,Pension_Costs_Rank,Future_Pension_Costs_Rank,OPEB_Obligations_Rank,OPEB_Funding_Rank,Overall_Risk,General_Fund_Reserves_Risk,Debt_Burden_Risk,Liquidity_Risk,Revenue_Trends_Risk,Pension_Obligations_Risk,Pension_Funding_Risk,Pension_Costs_Risk,Future_Pension_Costs_Risk,OPEB_Obligations_Risk,OPEB_Funding_Risk,Overall_Points,General_Fund_Reserves_Points,Debt_Burden_Points,Liquidity_Points,Revenue_Trends_Points,Pension_Obligations_Points,Pension_Funding_Points,Pension_Costs_Points,Future_Pension_Costs_Points,OPEB_Obligations_Points,OPEB_Funding_Points,General_Fund_Reserves_Ratio,Debt_Burden_Ratio,Liquidity_Ratio,Revenue_Trends_Ratio,Pension_Obligations_Ratio,Pension_Funding_Ratio,Pension_Costs_Ratio,Future_Pension_Costs_Ratio,OPEB_Obligations_Ratio,OPEB_Funding_Ratio,Population,Unemployment_rate,General_Fund_Cash_and_Investments,General_Fund_Liabilities,Primary_Government_Long_Term_Obligations_Excluding_Retirement_Obligations,Government_Wide_Revenue,Change_GF_Unrestricted_Fund_Balances,GF_Unrestricted_Fund_Balances,GF_Expenditures_Transfers_Out,GF_Unrestricted_FB_PY_PY,GF_Unrestricted_FB_PY,GF_Unrestricted_FB_CY,GF_Rev_PY_PY,GF_Rev_PY,GF_Rev_CY,Net_Pension_Liability_or_Asset,Pension_Related_Debt,Pension_Assets,Accrued_Pension_Liabilities,Actuarially_Determined_Pension_Contributions,Projected_Pension_Contribution,Net_OPEB_Liability_or_Asset
Wasco,-121.2154207,45.0430227,404,309,309,58,269,315,294,316,296,74,325,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,94.48,30,15,10,3.25,9.6,3.85,4.17,3.61,10,5,2.1,0.01,8.04,0.06,0.3,0.77,0.03,0.05,NA,NA,28734,0.154,14697990,1829176,288160,22485682,0.33,14351621,6830473,8219705,11078210,14351621,8865880,10114136,9936634,6679162,0,23562849,30673298,726009,1159803,NA
Waterford,-120.703,37.6572,336,284,96,58,196,337,333,354,355,74,325,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,85.15,25.01,9.58,10,3,10,3.95,4.44,4.17,10,5,0.66,0.85,6.47,0.04,0.18,0.79,0.02,0.03,NA,NA,8944,0.095,1902694,294159,7189719,8481896,0.12,1958104,2944914,1563232,1703942,1958104,2727652,3072203,2904624,1518686,0,6394219,8065083,201672,285405,NA
Watsonville,-121.7529071,36.9092773,168,136,309,58,302,162,160,123,107,74,1,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,66.72,13.81,15,10,3.38,6.48,3.6,2.78,1.67,10,0,0.35,0.14,2.64,0.07,0.69,0.72,0.08,0.12,0.03,0,51673,0.148,19800341,7492959,16527410,120208073,0.26,16478347,47519346,10342162,13143476,16478347,41366430,44400439,47064016,83171851,0,235583421,325447742,9298063,13853177,3533640
Weed,-122.386127,41.42265,33,1,309,8,347,330,294,316,296,74,1,Moderate,HIGH,LOW,HIGH,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,50.53,0,15,0.35,3.63,9.92,3.85,4.17,3.61,10,0,-0.06,0.19,0.07,0.09,0.26,0.77,0.03,0.05,0.06,0,2668,0.14,132493,1871429,2066930,10813185,-0.69,-205260,3711758,927689,-170637,-205260,2840801,2980080,3379375,2827799,0,10264621,13361703,332877,562914,657381
West Covina,-117.9389526,34.0686208,12,46,134,58,153,1,12,5,1,15,1,High,HIGH,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,41.6,6.46,11.25,10,2.88,0,3.25,0.56,0,7.2,0,0.18,0.65,2.39,0.03,1.92,0.65,0.16,0.25,0.6,0,103656,0.131,9823094,4108836,66163019,101667719,0.03,12580716,70638054,12299853,10205113,12580716,67196492,65417871,70934923,195151386,0,371766737,572544998,16628079,25330496,61293027
West Hollywood,-118.3692894,34.0923014,290,309,28,58,196,282,275,230,236,74,307,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,79.96,30,3.5,10,3,9.04,3.8,3.61,3.06,10,3.95,1.12,1.58,5.46,0.04,0.37,0.76,0.05,0.07,0.01,0.79,35111,0.136,150709113,27609721,209041274,132550564,0,128600296,115245944,129604935,136954015,128600296,101265306,111970216,108661566,48852079,0,148884750,195996651,6484511,8845942,1336335
West Sacramento,-121.530234,38.5804609,214,148,172,58,370,244,160,230,208,74,284,Low,MODERATE,MODERATE,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,72.34,14.72,12.33,10,3.88,8.32,3.6,3.61,2.78,10,3.1,0.41,0.52,5.48,0.11,0.46,0.72,0.05,0.08,0.07,0.62,53680,0.087,34944170,6371349,95926060,185672955,0.03,38259431,92397628,37902589,47101733,38259431,65920297,76972751,80554328,85166603,878200,230490781,322089691,9560269,14334787,13778964
Westlake Village,-118.8061794,34.1460234,362,309,75,58,81,337,357,354,382,74,305,Low,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,MODERATE,88.42,30,8.91,10,2.63,10,4.2,4.44,4.44,10,3.8,1.87,0.93,9.45,0.01,0.14,0.84,0.02,0.02,0.02,0.76,8031,0.055,23959212,2535762,15774577,16958168,0.04,24429553,13045807,22941084,23799837,24429553,14071360,14729907,14101598,2364526,0,9264683,10966468,300266,375268,308981
Westminster,-117.9936,33.7511,123,206,309,58,238,41,51,40,33,22,160,Moderate,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,62.48,18.19,15,10,3.13,2.32,3.4,1.94,0.28,7.92,0.3,0.48,0.17,6.46,0.05,1.21,0.68,0.11,0.17,0.51,0.06,89740,0.118,27327792,4227925,16745636,99378146,0.13,29954509,62397642,23603633,25864370,29954509,60480141,66489760,66587199,120650191,0,283436685,414419192,10635512,16895990,50520122
Wheatland,-121.5696,39.003,323,261,61,58,81,337,402,408,408,74,325,Low,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,84.2,22.99,8.58,10,2.63,10,5,5,5,10,5,0.64,0.97,2.32,0.01,NA,NA,NA,NA,NA,NA,3666,0.116,1836258,792979,6124081,6345028,0.02,1538346,2412855,1517874,1678454,1538346,2191752,2643731,2147229,NA,NA,NA,NA,NA,NA,NA
Whittier,-118.0338664,33.9749136,240,309,214,58,302,47,51,40,1,74,1,Low,LOW,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,74.69,30,13.33,10,3.38,2.64,3.4,1.94,0,10,0,0.82,0.4,11.75,0.07,1.17,0.68,0.11,0.18,0.08,0,83194,0.12,54798611,4663554,45479071,115005026,0.25,57692481,70309819,38032386,53580183,57692481,61796712,69916512,70389480,134686001,0,297827827,438677170,12528443,20246601,9517046
Wildomar,-117.2414989,33.5939372,93,14,309,23,196,337,376,388,392,74,1,Moderate,HIGH,LOW,HIGH,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,58.65,2.21,15,4.5,3,10,4.5,4.72,4.72,10,0,0.07,0.08,0.9,0.04,0.01,0.9,0.01,0.01,0.02,0,36574,0.092,6232778,6947497,1699950,22505580,-0.23,878286,13490539,1552339,1425789,878286,11743494,12556112,12554718,209327,0,2332840,2600878,147645,154349,455007
Williams,-122.161,39.1526,339,309,44,58,364,321,322,189,236,74,325,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,85.55,30,6.83,10,3.75,9.68,3.9,3.33,3.06,10,5,1.01,1.18,11.72,0.1,0.29,0.78,0.06,0.07,NA,NA,5400,0.112,3188942,272058,10479020,8904821,0.2,4046263,4002306,2814411,3431334,4046263,3817841,4450808,4597235,2609669,0,10481522,13424671,549281,617838,NA
Willows,-122.193531,39.5233276,89,73,135,58,269,137,70,149,182,74,1,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,LOW,HIGH,58.39,8.88,11.33,10,3.25,5.92,3.45,3.06,2.5,10,0,0.25,0.64,6.62,0.06,0.76,0.69,0.07,0.09,0.01,0,6036,0.122,1013518,153174,6932684,10752190,0.01,1106713,4419694,1106063,1299301,1106713,3804611,4226745,4231831,8197526,0,19331139,27979228,763969,928638,124199
Winters,-121.9707,38.5249,54,16,208,20,302,309,275,230,263,74,1,Moderate,HIGH,MODERATE,HIGH,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,53.33,2.53,13.24,4,3.38,9.44,3.8,3.61,3.33,10,0,0.08,0.41,0.8,0.07,0.32,0.76,0.05,0.06,0.1,0,7460,0.077,610465,759145,6907276,16863820,-0.27,493210,6425022,912045,683475,493210,5218459,5740543,5923245,5375694,0,19046652,24965782,806201,1094190,1722815
Woodlake,-119.098633,36.4134809,225,209,27,58,413,337,226,271,296,74,325,Low,LOW,HIGH,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,73.08,18.55,3.33,10,5,10,3.7,3.89,3.61,10,5,0.47,1.6,9.45,0.31,0.25,0.74,0.04,0.05,NA,NA,7934,0.099,2153053,227746,18125662,11293869,1.11,2285048,4823008,581221,1632066,2285048,3114412,4934451,5100809,2831109,0,8789372,11820910,424213,522888,NA
Woodside,-122.253855,37.4299388,387,309,309,58,238,315,226,271,296,74,254,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,91.38,30,15,10,3.13,9.6,3.7,3.89,3.61,10,2.45,0.77,0.03,7.54,0.05,0.3,0.74,0.04,0.05,0.07,0.49,5508,NA,9908510,1314580,370847,12686142,-0.04,7192912,9352189,7902062,8603976,7192912,8538260,8557048,9423426,3846278,0,11789932,15925999,469749,626024,921418
Yorba Linda,-117.8249705,33.8901096,261,223,241,58,109,315,160,230,296,74,156,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,76.78,19.53,13.83,10,2.75,9.6,3.6,3.61,3.61,10,0.25,0.51,0.34,12.7,0.02,0.3,0.72,0.05,0.05,0.22,0.05,68027,0.072,33629290,2648515,24952315,73975558,0.15,33706700,66676138,25690298,30321045,33706700,37070898,38335027,38812618,22028168,0,57925689,80522045,3392717,3540811,16219034
Yountville,-122.359506,38.4022008,358,309,114,58,12,330,275,271,296,74,313,Low,LOW,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,87.78,30,10.41,10,1.75,9.92,3.8,3.89,3.61,10,4.4,0.94,0.75,20.76,-0.06,0.26,0.76,0.04,0.05,0.04,0.88,2970,0.107,11446625,551504,12115486,16143686,0.07,9001777,9621301,7948251,8356563,9001777,12227339,13052059,10683498,4117728,0,13749122,18139910,691306,807424,640123
Yreka,-122.637766,41.732616,294,309,59,58,81,191,194,189,161,74,299,Low,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,MODERATE,81.01,30,8.33,10,2.63,7.2,3.65,3.33,2.22,10,3.65,0.96,1,19.49,0.01,0.6,0.73,0.06,0.1,0.02,0.73,7503,0.085,7960962,408388,15149524,15131398,0.06,7733690,8042596,7131190,8815594,7733690,7088678,7348445,7236424,9145521,0,27143027,37127724,926498,1540336,313548
Yuba City,-121.6169108,39.1404477,51,48,75,49,153,158,194,149,130,74,196,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,53.02,6.53,8.91,8.45,2.88,6.4,3.65,3.06,1.94,10,1.2,0.18,0.93,1.69,0.03,0.7,0.73,0.07,0.11,0.03,0.24,66444,0.113,3052238,1807790,100491241,108023080,0.04,8218339,46075505,7721261,8428366,8218339,42628570,44430746,45281955,75308972,0,216130274,296763842,7727743,12097611,2855462
Yucca Valley,-116.4139839,34.1236205,400,309,309,58,49,337,275,354,355,74,297,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,MODERATE,93.39,30,15,10,2.38,10,3.8,4.44,4.17,10,3.6,0.87,0.01,15.29,-0.01,0.15,0.76,0.02,0.03,0.01,0.72,21845,0.143,8836569,578044,197925,30900503,0.11,10458718,12012940,8518769,9092184,10458718,13353417,12274262,12994807,4701133,0,16752390,21899579,565731,855169,193501
